pair_id,pair_type,template_id,edit_type_idx,edit_type_name,agent,model,instruction,aesthetic_path,non_aesthetic_path,aesthetic_score,non_aesthetic_score,score_gap,edit_quality_score
1257w-EN_LTZdAMlw_t11_multishot__regression,regression,1257w-EN_LTZdAMlw,11,Hierarchy Adjustment,multishot,gemini/gemini-2.5-pro,"Enlarge the bottom watercolor pumpkin-and-sunflower illustration to huge size, making it the primary focal point instead of the headline.",images/1257w-EN_LTZdAMlw_t11_multishot__regression__aesthetic.png,images/1257w-EN_LTZdAMlw_t11_multishot__regression__non_aesthetic.png,86.0,77.0,9.0,60.0
1600w-VLAmdFwJm1I_t4_multishot__regression,regression,1600w-VLAmdFwJm1I,4,Object Removal,multishot,gemini/gemini-2.5-pro,Remove the “VIVID MARKETING” text above the title and vertically center “CAMPAIGN HUB” within the white banner for balanced spacing.,images/1600w-VLAmdFwJm1I_t4_multishot__regression__aesthetic.png,images/1600w-VLAmdFwJm1I_t4_multishot__regression__non_aesthetic.png,93.0,64.0,29.0,100.0
1600w-3BBdsD4EXsY_t7_multishot__regression,regression,1600w-3BBdsD4EXsY,7,Image Replacement,multishot,gemini/gemini-2.5-pro,"Swap the central easel-and-canvas illustration for a cafe-style A-frame chalkboard sign, maintaining the centered text area.",images/1600w-3BBdsD4EXsY_t7_multishot__regression__aesthetic.png,images/1600w-3BBdsD4EXsY_t7_multishot__regression__non_aesthetic.png,82.0,81.0,1.0,95.0
1600w-K18O8e4K488_t14_multishot__regression,regression,1600w-K18O8e4K488,14,Theme Restyling,multishot,gemini/gemini-2.5-pro,"Convert to winter holiday theme by switching orange elements to icy blue #5BC0EB and silver #C0C0C0, adding small snowflake accents, and updating headline to ""WINTER WEBINAR"" while keeping layout.",images/1600w-K18O8e4K488_t14_multishot__regression__aesthetic.png,images/1600w-K18O8e4K488_t14_multishot__regression__non_aesthetic.png,77.0,58.0,19.0,62.0
1600w-xCuy4vLKWKc_t13_multishot__regression,regression,1600w-xCuy4vLKWKc,13,Add Secondary Text Block,multishot,gemini/gemini-2.5-pro,"Add a small sans-serif subtitle to the right of the headline reading “Practical steps to attract your first 1,000 subscribers,” colored #F5E9DF, vertically aligned with the title.",images/1600w-xCuy4vLKWKc_t13_multishot__regression__aesthetic.png,images/1600w-xCuy4vLKWKc_t13_multishot__regression__non_aesthetic.png,59.0,58.0,1.0,75.0
1600w-OnW3L3V5tgI_t8_multishot__regression,regression,1600w-OnW3L3V5tgI,8,Typography Style Shift,multishot,gemini/gemini-2.5-pro,Switch the “HUMAN-GRADE. Dog-approved.” headline to a tall serif font to create an elegant tone.,images/1600w-OnW3L3V5tgI_t8_multishot__regression__aesthetic.png,images/1600w-OnW3L3V5tgI_t8_multishot__regression__non_aesthetic.png,93.0,73.0,20.0,44.0
1600w-u6z_9iKj-iQ_t6_multishot__regression,regression,1600w-u6z_9iKj-iQ,6,Copy Expansion,multishot,gemini/gemini-2.5-pro,"Replace the ""FESTIVAL OF LIGHTS"" line with: ""Festival of Lights—celebrating hope, prosperity, and togetherness.""",images/1600w-u6z_9iKj-iQ_t6_multishot__regression__aesthetic.png,images/1600w-u6z_9iKj-iQ_t6_multishot__regression__non_aesthetic.png,91.0,55.0,36.0,92.0
1600w-F-yK2D5pels_t2_multishot__regression,regression,1600w-F-yK2D5pels,2,2-Element Layout Swap,multishot,gemini/gemini-2.5-pro,"Swap the large “MEDIA KIT” headline with the three-photo gallery strip, moving the headline to the top and the images to the bottom, centered and evenly spaced.",images/1600w-F-yK2D5pels_t2_multishot__regression__aesthetic.png,images/1600w-F-yK2D5pels_t2_multishot__regression__non_aesthetic.png,98.0,97.0,1.0,89.0
1131w-xPTl82ZC-e4_t5_multishot__regression,regression,1131w-xPTl82ZC-e4,5,Object Addition,multishot,gemini/gemini-2.5-pro,"Add a small peach-pink retro film reel icon to the right of ""FREE ENTRY"", aligning center with the text to balance the left date/time.",images/1131w-xPTl82ZC-e4_t5_multishot__regression__aesthetic.png,images/1131w-xPTl82ZC-e4_t5_multishot__regression__non_aesthetic.png,75.0,58.0,17.0,100.0
1600w-qWWXRzbWBOk_t0_multishot__regression,regression,1600w-qWWXRzbWBOk,0,Color Palette Variation,multishot,gemini/gemini-2.5-pro,Replace the dominant azure-blue and cream gradient palette with a deep forest green-to-teal twilight gradient; switch text and star accents to warm ivory #FFF4E6 for high contrast.,images/1600w-qWWXRzbWBOk_t0_multishot__regression__aesthetic.png,images/1600w-qWWXRzbWBOk_t0_multishot__regression__non_aesthetic.png,98.0,44.0,54.0,46.0
1600w-u6z_9iKj-iQ_t5_multishot__regression,regression,1600w-u6z_9iKj-iQ,5,Object Addition,multishot,gemini/gemini-2.5-pro,Add a small #F5C542 rangoli icon near the lower-left edge to balance the tiny bottom-right accent.,images/1600w-u6z_9iKj-iQ_t5_multishot__regression__aesthetic.png,images/1600w-u6z_9iKj-iQ_t5_multishot__regression__non_aesthetic.png,91.0,55.0,36.0,100.0
1131w-zau150HLMWk_t12_multishot__regression,regression,1131w-zau150HLMWk,12,Contrast & Readability Enhancement,multishot,gemini/gemini-2.5-pro,"Apply a subtle dark gray (#333) drop shadow to both ""You're my"" and ""lobster"" text to improve contrast against the light striped background.",images/1131w-zau150HLMWk_t12_multishot__regression__aesthetic.png,images/1131w-zau150HLMWk_t12_multishot__regression__non_aesthetic.png,79.0,67.0,12.0,72.0
1600w-GQFPH6ndGO4_t11_multishot__regression,regression,1600w-GQFPH6ndGO4,11,Hierarchy Adjustment,multishot,gemini/gemini-2.5-pro,Shrink the “IMPROVE YOURSELF” headline to body size so the portrait becomes the dominant focal point.,images/1600w-GQFPH6ndGO4_t11_multishot__regression__aesthetic.png,images/1600w-GQFPH6ndGO4_t11_multishot__regression__non_aesthetic.png,96.0,65.0,31.0,55.0
1600w-GQFPH6ndGO4_t9_multishot__regression,regression,1600w-GQFPH6ndGO4,9,Accent Recolor,multishot,gemini/gemini-2.5-pro,"Recolor the ""EVERY DAY"" button background to deep forest green (#184D3A).",images/1600w-GQFPH6ndGO4_t9_multishot__regression__aesthetic.png,images/1600w-GQFPH6ndGO4_t9_multishot__regression__non_aesthetic.png,96.0,65.0,31.0,7.0
1280w-7NdToF9SL00_t2_multishot__regression,regression,1280w-7NdToF9SL00,2,2-Element Layout Swap,multishot,gemini/gemini-2.5-pro,"Swap the “MUSIC AND WINE PARTY” headline with the large turntable illustration, moving the headline to bottom center above the address and centering the turntable at the top.",images/1280w-7NdToF9SL00_t2_multishot__regression__aesthetic.png,images/1280w-7NdToF9SL00_t2_multishot__regression__non_aesthetic.png,93.0,71.0,22.0,92.0
1600w-IVdkMeHmo04_t8_multishot__regression,regression,1600w-IVdkMeHmo04,8,Typography Style Shift,multishot,gemini/gemini-2.5-pro,Set the “Gala of Hope” headline in uppercase.,images/1600w-IVdkMeHmo04_t8_multishot__regression__aesthetic.png,images/1600w-IVdkMeHmo04_t8_multishot__regression__non_aesthetic.png,98.0,46.0,52.0,100.0
1131w-120Kpwxx3eY_t2_multishot__regression,regression,1131w-120Kpwxx3eY,2,2-Element Layout Swap,multishot,gemini/gemini-2.5-pro,"Swap positions of the top-left portrait photo and the “Estelle Darcy” headline block, preserving equal margins and left-aligning each element within its new column.",images/1131w-120Kpwxx3eY_t2_multishot__regression__aesthetic.png,images/1131w-120Kpwxx3eY_t2_multishot__regression__non_aesthetic.png,79.0,47.0,32.0,88.0
1131w-w2bliFOwlfc_t6_multishot__regression,regression,1131w-w2bliFOwlfc,6,Copy Expansion,multishot,gemini/gemini-2.5-pro,"Replace the top-right paragraph with: ""Rediscover the magic of simpler times with this nostalgic rotary phone—celebrating unhurried chats, shared stories, and the satisfying click of each number.""",images/1131w-w2bliFOwlfc_t6_multishot__regression__aesthetic.png,images/1131w-w2bliFOwlfc_t6_multishot__regression__non_aesthetic.png,96.0,73.0,23.0,100.0
1600w-K18O8e4K488_t7_multishot__regression,regression,1600w-K18O8e4K488,7,Image Replacement,multishot,gemini/gemini-2.5-pro,"Replace the circular speaker headshot with a smiling yoga instructor in studio lighting, keeping the same close-up composition, to shift from business webinar to wellness session.",images/1600w-K18O8e4K488_t7_multishot__regression__aesthetic.png,images/1600w-K18O8e4K488_t7_multishot__regression__non_aesthetic.png,77.0,58.0,19.0,70.0
1600w-9JTrLkx-Ppg_t5_multishot__regression,regression,1600w-9JTrLkx-Ppg,5,Object Addition,multishot,gemini/gemini-2.5-pro,Add a small briefcase icon in #5A3DFF to the left of “Business Consultant” to reinforce the role and subtly balance the left side.,images/1600w-9JTrLkx-Ppg_t5_multishot__regression__aesthetic.png,images/1600w-9JTrLkx-Ppg_t5_multishot__regression__non_aesthetic.png,65.0,61.0,4.0,100.0
900w-8g4EBLeikgE_t0_multishot__regression,regression,900w-8g4EBLeikgE,0,Color Palette Variation,multishot,gemini/gemini-2.5-pro,Recolor palette: switch beige background to pale mint #E8F7F2; change mustard headline to deep teal #0D7068; set all body/CTA text and icons to charcoal #222222.,images/900w-8g4EBLeikgE_t0_multishot__regression__aesthetic.png,images/900w-8g4EBLeikgE_t0_multishot__regression__non_aesthetic.png,88.0,81.0,7.0,74.0
1131w-eRlpDg4f0K8_t13_multishot__regression,regression,1131w-eRlpDg4f0K8,13,Add Secondary Text Block,multishot,gemini/gemini-2.5-pro,"Add a small sans-serif subtitle, ""Monthly meet-up for book lovers,"" centered beneath ""Book Club!"" in deep navy #1E2B5A, with tight spacing to reduce the gap above the illustration.",images/1131w-eRlpDg4f0K8_t13_multishot__regression__aesthetic.png,images/1131w-eRlpDg4f0K8_t13_multishot__regression__non_aesthetic.png,58.0,50.0,8.0,100.0
1600w-ijK0RlZ5JR8-1_t5_multishot__regression,regression,1600w-ijK0RlZ5JR8-1,5,Object Addition,multishot,gemini/gemini-2.5-pro,Add a small #2E7A7B dumbbell icon centered above “QUICK TIPS” inside the circle to fill the top space and complement the headline.,images/1600w-ijK0RlZ5JR8-1_t5_multishot__regression__aesthetic.png,images/1600w-ijK0RlZ5JR8-1_t5_multishot__regression__non_aesthetic.png,90.0,67.0,23.0,100.0
1280w-l2k_WnNosUU_t5_multishot__regression,regression,1280w-l2k_WnNosUU,5,Object Addition,multishot,gemini/gemini-2.5-pro,"Add a small #184D3A calendar icon to the top-right of the ""upcoming EVENTS"" header, aligned vertically with the title, to fill whitespace and balance the layout.",images/1280w-l2k_WnNosUU_t5_multishot__regression__aesthetic.png,images/1280w-l2k_WnNosUU_t5_multishot__regression__non_aesthetic.png,76.0,68.0,8.0,64.0
1600w-qWWXRzbWBOk_t14_multishot__regression,regression,1600w-qWWXRzbWBOk,14,Theme Restyling,multishot,gemini/gemini-2.5-pro,"Transform into a winter holiday theme: switch blue gradient to deep forest green and cranberry, swap stars for snowflakes, and change quote to warm white with gold sparkles.",images/1600w-qWWXRzbWBOk_t14_multishot__regression__aesthetic.png,images/1600w-qWWXRzbWBOk_t14_multishot__regression__non_aesthetic.png,98.0,44.0,54.0,30.0
1257w-dnPJ18q1Q2E_t0_multishot__regression,regression,1257w-dnPJ18q1Q2E,0,Color Palette Variation,multishot,gemini/gemini-2.5-pro,Recolor to light mode: background pale blush #F7E5EA; all text deep charcoal #1D1D1D; neutralize red in the figure to warm neutrals.,images/1257w-dnPJ18q1Q2E_t0_multishot__regression__aesthetic.png,images/1257w-dnPJ18q1Q2E_t0_multishot__regression__non_aesthetic.png,89.0,68.0,21.0,97.0
1131w-sSnAV2dB_qg_t8_multishot__regression,regression,1131w-sSnAV2dB_qg,8,Typography Style Shift,multishot,gemini/gemini-2.5-pro,"Switch the “AGENT” title to a tall serif uppercase to create a more elegant, refined tone.",images/1131w-sSnAV2dB_qg_t8_multishot__regression__aesthetic.png,images/1131w-sSnAV2dB_qg_t8_multishot__regression__non_aesthetic.png,94.0,91.0,3.0,100.0
1600w-jlhsA8F30Lk_t1_multishot__regression,regression,1600w-jlhsA8F30Lk,1,Translation,multishot,gemini/gemini-2.5-pro,Translate text to French: replace 'WE ARE OPEN TODAY' with 'NOUS SOMMES OUVERTS AUJOURD’HUI' and '10AM - 9PM' with '10h00–21h00'.,images/1600w-jlhsA8F30Lk_t1_multishot__regression__aesthetic.png,images/1600w-jlhsA8F30Lk_t1_multishot__regression__non_aesthetic.png,82.0,57.0,25.0,100.0
1257w-EN_LTZdAMlw_t0_multishot__regression,regression,1257w-EN_LTZdAMlw,0,Color Palette Variation,multishot,gemini/gemini-2.5-pro,"Replace the white, brown, orange, sage palette with a twilight scheme: deep navy background, warm ivory text, and illustrations recolored in dusty plum, muted teal, and antique gold.",images/1257w-EN_LTZdAMlw_t0_multishot__regression__aesthetic.png,images/1257w-EN_LTZdAMlw_t0_multishot__regression__non_aesthetic.png,86.0,77.0,9.0,100.0
1600w-7YZFYlcCTPk_t8_multishot__regression,regression,1600w-7YZFYlcCTPk,8,Typography Style Shift,multishot,gemini/gemini-2.5-pro,"Set ""COMING SOON"" in a tall serif for a more elegant tone.",images/1600w-7YZFYlcCTPk_t8_multishot__regression__aesthetic.png,images/1600w-7YZFYlcCTPk_t8_multishot__regression__non_aesthetic.png,75.0,72.0,3.0,100.0
1600w-DVXZyB158ss_t3_multishot__regression,regression,1600w-DVXZyB158ss,3,Global Layout Change,multishot,gemini/gemini-2.5-pro,Rebuild layout into two rows: top centered headline; bottom two equal columns with text left and full-height photo right; place signature in bottom-left footer.,images/1600w-DVXZyB158ss_t3_multishot__regression__aesthetic.png,images/1600w-DVXZyB158ss_t3_multishot__regression__non_aesthetic.png,86.0,75.0,11.0,88.0
1600w-9czv6kB-DXc_t0_multishot__regression,regression,1600w-9czv6kB-DXc,0,Color Palette Variation,multishot,gemini/gemini-2.5-pro,"Replace the blue background, white bubble, red/yellow megaphone and labels, and black text with a cool light palette: background #F1F7FF, bubble #FFFFFF, accents #00A3FF/#673AB7, text charcoal #1E1E1E.",images/1600w-9czv6kB-DXc_t0_multishot__regression__aesthetic.png,images/1600w-9czv6kB-DXc_t0_multishot__regression__non_aesthetic.png,89.0,71.0,18.0,61.0
1600w-1HZYAUid2AE_t14_multishot__regression,regression,1600w-1HZYAUid2AE,14,Theme Restyling,multishot,gemini/gemini-2.5-pro,"Restyle to a winter holiday theme: background #0B1A3A with light snowfall, replace emojis with snowflakes and gift icons, recolor CTA to festive red #E31D1D with white text.",images/1600w-1HZYAUid2AE_t14_multishot__regression__aesthetic.png,images/1600w-1HZYAUid2AE_t14_multishot__regression__non_aesthetic.png,76.0,9.0,67.0,10.0
1257w-dnPJ18q1Q2E_t10_multishot__regression,regression,1257w-dnPJ18q1Q2E,10,Background Replacement,multishot,gemini/gemini-2.5-pro,"Replace the red speckled background with a deep navy twilight sky (#0B1A36) with faint stars, preserving strong contrast behind the beige title and keeping the backlit figure unobstructed.",images/1257w-dnPJ18q1Q2E_t10_multishot__regression__aesthetic.png,images/1257w-dnPJ18q1Q2E_t10_multishot__regression__non_aesthetic.png,89.0,68.0,21.0,4.0
1131w-50t2MzJLmsM_t11_multishot__regression,regression,1131w-50t2MzJLmsM,11,Hierarchy Adjustment,multishot,gemini/gemini-2.5-pro,"Enlarge the steaming coffee cup illustration to fill center and shrink the “GRAND” headline, lightening it to #7DA7FF, so the cup becomes the primary focal point.",images/1131w-50t2MzJLmsM_t11_multishot__regression__aesthetic.png,images/1131w-50t2MzJLmsM_t11_multishot__regression__non_aesthetic.png,86.0,76.0,10.0,45.0
1280w-1EsFpGQoTQo_t3_multishot__regression,regression,1280w-1EsFpGQoTQo,3,Global Layout Change,multishot,gemini/gemini-2.5-pro,"Restructure into a split layout: full-bleed image left; right column with vertically centered stacked headline, subhead, and CTA; transform top navigation into a left vertical sidebar; add wide padding.",images/1280w-1EsFpGQoTQo_t3_multishot__regression__aesthetic.png,images/1280w-1EsFpGQoTQo_t3_multishot__regression__non_aesthetic.png,60.0,41.0,19.0,77.0
1600w-xCuy4vLKWKc_t10_multishot__regression,regression,1600w-xCuy4vLKWKc,10,Background Replacement,multishot,gemini/gemini-2.5-pro,"Replace the terracotta background with a deep navy (#0B1E3A) solid color to create a sleek, professional mood while maintaining strong contrast for the white and light tan text.",images/1600w-xCuy4vLKWKc_t10_multishot__regression__aesthetic.png,images/1600w-xCuy4vLKWKc_t10_multishot__regression__non_aesthetic.png,59.0,58.0,1.0,100.0
1600w-u6z_9iKj-iQ_t14_multishot__regression,regression,1600w-u6z_9iKj-iQ,14,Theme Restyling,multishot,gemini/gemini-2.5-pro,"Restyle for Christmas: replace diyas with red-green candles, change headline to uppercase bold 'MERRY CHRISTMAS' and subhead to 'Season of Joy', shift palette to #184D3A and crimson, keep layout.",images/1600w-u6z_9iKj-iQ_t14_multishot__regression__aesthetic.png,images/1600w-u6z_9iKj-iQ_t14_multishot__regression__non_aesthetic.png,91.0,55.0,36.0,100.0
1600w-jlhsA8F30Lk_t6_multishot__regression,regression,1600w-jlhsA8F30Lk,6,Copy Expansion,multishot,gemini/gemini-2.5-pro,"Expand the speech-bubble headline into: ""We are open today and excited to serve you—drop in for quick pickups, friendly help, and new arrivals throughout the day.""",images/1600w-jlhsA8F30Lk_t6_multishot__regression__aesthetic.png,images/1600w-jlhsA8F30Lk_t6_multishot__regression__non_aesthetic.png,82.0,57.0,25.0,88.0
624w-UZhVzgGhAZA_t5_multishot__regression,regression,624w-UZhVzgGhAZA,5,Object Addition,multishot,gemini/gemini-2.5-pro,Add a small fork-and-knife icon in deep forest green centered above the address line to reinforce the lunch theme and balance the lower area.,images/624w-UZhVzgGhAZA_t5_multishot__regression__aesthetic.png,images/624w-UZhVzgGhAZA_t5_multishot__regression__non_aesthetic.png,62.0,48.0,14.0,38.0
1600w-jlhsA8F30Lk_t5_multishot__regression,regression,1600w-jlhsA8F30Lk,5,Object Addition,multishot,gemini/gemini-2.5-pro,"Add a small white clock icon outlined in #FF6B8B to the right of ""10AM - 9PM"" inside the speech bubble to reinforce hours and balance empty space.",images/1600w-jlhsA8F30Lk_t5_multishot__regression__aesthetic.png,images/1600w-jlhsA8F30Lk_t5_multishot__regression__non_aesthetic.png,82.0,57.0,25.0,90.0
1280w-1EsFpGQoTQo_t14_multishot__regression,regression,1280w-1EsFpGQoTQo,14,Theme Restyling,multishot,gemini/gemini-2.5-pro,"Transform into a winter holiday theme by replacing the pool photo with a snowy workspace and changing all outline/button/text accents to forest green #184D3A and cranberry #C61A1A, preserving layout.",images/1280w-1EsFpGQoTQo_t14_multishot__regression__aesthetic.png,images/1280w-1EsFpGQoTQo_t14_multishot__regression__non_aesthetic.png,60.0,41.0,19.0,66.0
900w-8g4EBLeikgE_t8_multishot__regression,regression,900w-8g4EBLeikgE,8,Typography Style Shift,multishot,gemini/gemini-2.5-pro,"Replace the handwritten ""Fast, Fresh & Delicious"" script with italic tall serif lettering to shift the tone from playful to elegant.",images/900w-8g4EBLeikgE_t8_multishot__regression__aesthetic.png,images/900w-8g4EBLeikgE_t8_multishot__regression__non_aesthetic.png,88.0,81.0,7.0,98.0
1131w-DBVzDPV0y5E_t9_multishot__regression,regression,1131w-DBVzDPV0y5E,9,Accent Recolor,multishot,gemini/gemini-2.5-pro,Recolor the “SCIENCE LAB” title text to deep indigo #2D3A8C.,images/1131w-DBVzDPV0y5E_t9_multishot__regression__aesthetic.png,images/1131w-DBVzDPV0y5E_t9_multishot__regression__non_aesthetic.png,96.0,69.0,27.0,100.0
1600w-D3Vl-1x6STM_t13_multishot__regression,regression,1600w-D3Vl-1x6STM,13,Add Secondary Text Block,multishot,gemini/gemini-2.5-pro,"Add a small sans-serif subtitle 'New features launching soon' centered between -STAY TUNED- and the URL, in deep forest green #184D3A.",images/1600w-D3Vl-1x6STM_t13_multishot__regression__aesthetic.png,images/1600w-D3Vl-1x6STM_t13_multishot__regression__non_aesthetic.png,75.0,70.0,5.0,72.0
1280w-sqmHAnUAgsI_t11_multishot__regression,regression,1280w-sqmHAnUAgsI,11,Hierarchy Adjustment,multishot,gemini/gemini-2.5-pro,Enlarge the bottom-right duo photo to occupy 60% of the layout and move it to the center as the primary focal point.,images/1280w-sqmHAnUAgsI_t11_multishot__regression__aesthetic.png,images/1280w-sqmHAnUAgsI_t11_multishot__regression__non_aesthetic.png,98.0,81.0,17.0,81.0
1280w-sqmHAnUAgsI_t5_multishot__regression,regression,1280w-sqmHAnUAgsI,5,Object Addition,multishot,gemini/gemini-2.5-pro,Add a small minimalist sun icon in warm gold #D4A645 to the top-center white gutter above the central photo.,images/1280w-sqmHAnUAgsI_t5_multishot__regression__aesthetic.png,images/1280w-sqmHAnUAgsI_t5_multishot__regression__non_aesthetic.png,98.0,81.0,17.0,100.0
1131w-tpnRumgzO8o_t14_multishot__regression,regression,1131w-tpnRumgzO8o,14,Theme Restyling,multishot,gemini/gemini-2.5-pro,"Transform to winter fest theme: change palette to icy blues #0EA5E9 and #E0F2FE, replace 'SUMMER' with 'WINTER', swap burger illustration for snowflake cookie, keep layout.",images/1131w-tpnRumgzO8o_t14_multishot__regression__aesthetic.png,images/1131w-tpnRumgzO8o_t14_multishot__regression__non_aesthetic.png,80.0,75.0,5.0,58.0
1280w-IBJtTP4icf8_t3_multishot__regression,regression,1280w-IBJtTP4icf8,3,Global Layout Change,multishot,gemini/gemini-2.5-pro,Reformat to a two-column layout: keep the coffee-table photo full-bleed on the left half; add a white right panel housing the current title and handle centered with wide margins.,images/1280w-IBJtTP4icf8_t3_multishot__regression__aesthetic.png,images/1280w-IBJtTP4icf8_t3_multishot__regression__non_aesthetic.png,93.0,33.0,60.0,100.0
1280w-IBJtTP4icf8_t7_multishot__regression,regression,1280w-IBJtTP4icf8,7,Image Replacement,multishot,gemini/gemini-2.5-pro,"Replace the café laptop-and-coffee tabletop with a bright kitchen island featuring a water carafe, sliced citrus, and a journal, maintaining similar angle and ample blank space for text.",images/1280w-IBJtTP4icf8_t7_multishot__regression__aesthetic.png,images/1280w-IBJtTP4icf8_t7_multishot__regression__non_aesthetic.png,93.0,33.0,60.0,13.0
1600w-OnW3L3V5tgI_t2_multishot__regression,regression,1600w-OnW3L3V5tgI,2,2-Element Layout Swap,multishot,gemini/gemini-2.5-pro,"Swap the dog photo with the ""HUMAN-GRADE. Dog-approved."" headline block, moving the photo left and text right, keeping both vertically centered to maintain balance.",images/1600w-OnW3L3V5tgI_t2_multishot__regression__aesthetic.png,images/1600w-OnW3L3V5tgI_t2_multishot__regression__non_aesthetic.png,93.0,73.0,20.0,48.0
1600w-GFKaeiEL8R0_t2_multishot__regression,regression,1600w-GFKaeiEL8R0,2,2-Element Layout Swap,multishot,gemini/gemini-2.5-pro,"Swap the 3D shape cluster with the “Branding & Design” headline, placing the headline top-center and the shapes centered below it, maintaining equal vertical spacing.",images/1600w-GFKaeiEL8R0_t2_multishot__regression__aesthetic.png,images/1600w-GFKaeiEL8R0_t2_multishot__regression__non_aesthetic.png,98.0,73.0,25.0,68.0
1600w-xCuy4vLKWKc_t6_multishot__regression,regression,1600w-xCuy4vLKWKc,6,Copy Expansion,multishot,gemini/gemini-2.5-pro,Replace the button text “Swipe for tips” with: “Swipe for tips and quick steps to start today.”,images/1600w-xCuy4vLKWKc_t6_multishot__regression__aesthetic.png,images/1600w-xCuy4vLKWKc_t6_multishot__regression__non_aesthetic.png,59.0,58.0,1.0,70.0
1600w-xCuy4vLKWKc_t11_multishot__regression,regression,1600w-xCuy4vLKWKc,11,Hierarchy Adjustment,multishot,gemini/gemini-2.5-pro,Enlarge and center the “Swipe for tips” button with a filled #184D3A background and white uppercase text to make it the primary focal point.,images/1600w-xCuy4vLKWKc_t11_multishot__regression__aesthetic.png,images/1600w-xCuy4vLKWKc_t11_multishot__regression__non_aesthetic.png,59.0,58.0,1.0,
1600w-OnW3L3V5tgI_t0_multishot__regression,regression,1600w-OnW3L3V5tgI,0,Color Palette Variation,multishot,gemini/gemini-2.5-pro,"Replace the cyan left panel and pink image block with deep forest green #184D3A and terracotta #D96D4C, and change all text to warm cream #FFF5E6 for consistent readability.",images/1600w-OnW3L3V5tgI_t0_multishot__regression__aesthetic.png,images/1600w-OnW3L3V5tgI_t0_multishot__regression__non_aesthetic.png,93.0,73.0,20.0,38.0
1280w-sqmHAnUAgsI_t14_multishot__regression,regression,1280w-sqmHAnUAgsI,14,Theme Restyling,multishot,gemini/gemini-2.5-pro,"Restyle to winter-holiday theme: keep layout, switch borders to deep forest green with gold trim, add small snowflake corners, and place uppercase bold 'WINTER COLLECTION' title centered at top.",images/1280w-sqmHAnUAgsI_t14_multishot__regression__aesthetic.png,images/1280w-sqmHAnUAgsI_t14_multishot__regression__non_aesthetic.png,98.0,81.0,17.0,81.0
1143w-ugSBoa9VtEw_t11_multishot__regression,regression,1143w-ugSBoa9VtEw,11,Hierarchy Adjustment,multishot,gemini/gemini-2.5-pro,Scale up the product tube by 70% to become the primary focal point.,images/1143w-ugSBoa9VtEw_t11_multishot__regression__aesthetic.png,images/1143w-ugSBoa9VtEw_t11_multishot__regression__non_aesthetic.png,68.0,60.0,8.0,
1600w-bU_eCuLHDN8_t8_multishot__regression,regression,1600w-bU_eCuLHDN8,8,Typography Style Shift,multishot,gemini/gemini-2.5-pro,Change “OUT OF OFFICE” to uppercase tall serif for a more elegant tone.,images/1600w-bU_eCuLHDN8_t8_multishot__regression__aesthetic.png,images/1600w-bU_eCuLHDN8_t8_multishot__regression__non_aesthetic.png,57.0,51.0,6.0,100.0
1600w-J2-prU82nP4_t1_multishot__regression,regression,1600w-J2-prU82nP4,1,Translation,multishot,gemini/gemini-2.5-pro,"Replace the main headline 'DONT THINK TOO MUCH!' with the Spanish translation '¡NO PIENSES DEMASIADO!' in uppercase bold black, preserving layout and size.",images/1600w-J2-prU82nP4_t1_multishot__regression__aesthetic.png,images/1600w-J2-prU82nP4_t1_multishot__regression__non_aesthetic.png,93.0,61.0,32.0,100.0
1600w-bU_eCuLHDN8_t10_multishot__regression,regression,1600w-bU_eCuLHDN8,10,Background Replacement,multishot,gemini/gemini-2.5-pro,"Replace the black-and-white checkerboard background with a soft peach-to-lavender gradient sky to calm the mood, keeping the lime panel and pink headline fully legible.",images/1600w-bU_eCuLHDN8_t10_multishot__regression__aesthetic.png,images/1600w-bU_eCuLHDN8_t10_multishot__regression__non_aesthetic.png,57.0,51.0,6.0,7.0
900w-8g4EBLeikgE_t5_multishot__regression,regression,900w-8g4EBLeikgE,5,Object Addition,multishot,gemini/gemini-2.5-pro,"Add a tiny taco illustration in warm yellow #F2C94C to the right of the top-right ""Food"" label, right-aligned, to balance the header.",images/900w-8g4EBLeikgE_t5_multishot__regression__aesthetic.png,images/900w-8g4EBLeikgE_t5_multishot__regression__non_aesthetic.png,88.0,81.0,7.0,77.0
1600w-IVdkMeHmo04_t2_multishot__regression,regression,1600w-IVdkMeHmo04,2,2-Element Layout Swap,multishot,gemini/gemini-2.5-pro,"Swap the headline “Gala of Hope” with the top-row event details, placing the headline across the top center and the details directly below as a centered row.",images/1600w-IVdkMeHmo04_t2_multishot__regression__aesthetic.png,images/1600w-IVdkMeHmo04_t2_multishot__regression__non_aesthetic.png,98.0,46.0,52.0,78.0
1600w-m4qQZp-grvQ_t1_multishot__regression,regression,1600w-m4qQZp-grvQ,1,Translation,multishot,gemini/gemini-2.5-pro,"Translate the headline ""BRAND PROPOSAL"" to Japanese ""ブランド提案"" and the oval text ""BORCELLE"" to ""ボルセル"".",images/1600w-m4qQZp-grvQ_t1_multishot__regression__aesthetic.png,images/1600w-m4qQZp-grvQ_t1_multishot__regression__non_aesthetic.png,81.0,75.0,6.0,100.0
