design,template_id,template_name,categories,instruction,agent,model,edit_id,edit_path,render_path,status,aesthetic_score,original_score,score_diff,edit_quality_score
1257w-dnPJ18q1Q2E,2,2-Element Layout Swap,"layout,global","Swap the headline and the main image positions, placing the woman’s portrait centered top and the title centered in the lower half, preserving equal side margins for balance.",multishot,gemini/gemini-2.5-pro,1257w-dnPJ18q1Q2E_t2_multishot,../edits/1257w-dnPJ18q1Q2E_t2_multishot/spec.json,../edits/1257w-dnPJ18q1Q2E_t2_multishot/render.png,success,68.0,,,100.0
1600w-laANf5rvLUw,4,Object Removal,"layout,local","Remove the top-right portrait; move the “GIRL’S PARTY” heading and body copy rightward to fill the space, keeping left alignment and avoiding overlap with the 2004 figures.",multishot,gemini/gemini-2.5-pro,1600w-laANf5rvLUw_t4_multishot,../edits/1600w-laANf5rvLUw_t4_multishot/spec.json,../edits/1600w-laANf5rvLUw_t4_multishot/render.png,success,46.0,58.0,-12.0,68.0
1600w-F-yK2D5pels,3,Global Layout Change,"layout,global",Refactor to split-screen: left shows centered 'MEDIA KIT' on solid background; right stacks the three images vertically; position 'COLLAB STUDIO' left and the button right in a top bar.,multishot,gemini/gemini-2.5-pro,1600w-F-yK2D5pels_t3_multishot,../edits/1600w-F-yK2D5pels_t3_multishot/spec.json,../edits/1600w-F-yK2D5pels_t3_multishot/render.png,success,97.0,98.0,-1.0,60.0
1600w-ROAkphj1zsA,5,Object Addition,"layout,local","Add a small deep forest green mountain icon with a red flag above the exclamation mark, left-aligned with the headline, to fill the top-left space and balance the layout.",multishot,gemini/gemini-2.5-pro,1600w-ROAkphj1zsA_t5_multishot,../edits/1600w-ROAkphj1zsA_t5_multishot/spec.json,../edits/1600w-ROAkphj1zsA_t5_multishot/render.png,success,98.0,98.0,0.0,100.0
1257w-dnPJ18q1Q2E,12,Contrast & Readability Enhancement,"color,style,local",Add a semi-transparent deep maroon (#5A0F0F) horizontal band behind the bottom cast names and tiny credits to boost contrast against the red background and jacket.,multishot,gemini/gemini-2.5-pro,1257w-dnPJ18q1Q2E_t12_multishot,../edits/1257w-dnPJ18q1Q2E_t12_multishot/spec.json,../edits/1257w-dnPJ18q1Q2E_t12_multishot/render.png,success,68.0,,,100.0
900w-8g4EBLeikgE,12,Contrast & Readability Enhancement,"color,style,local","Add a thin cream (#F4E7D7) stroke around the ""Fast, Fresh & Delicious"" script to improve legibility against the mustard ""LUNCH TIMES"" background.",multishot,gemini/gemini-2.5-pro,900w-8g4EBLeikgE_t12_multishot,../edits/900w-8g4EBLeikgE_t12_multishot/spec.json,../edits/900w-8g4EBLeikgE_t12_multishot/render.png,success,81.0,88.0,-7.0,100.0
1131w-Cn6h5Tqrn10,1,Translation,"text,global","Translate 'Daily Motivation' to 'Motivación diaria' and the headline to '“Mantente inspirado, nunca dejes de crear”'.",multishot,gemini/gemini-2.5-pro,1131w-Cn6h5Tqrn10_t1_multishot,../edits/1131w-Cn6h5Tqrn10_t1_multishot/spec.json,../edits/1131w-Cn6h5Tqrn10_t1_multishot/render.png,success,82.0,,,100.0
1600w-NcQMz5zOIyQ,6,Copy Expansion,"text,layout,global","Expand the bottom “YOU ARE INVITED” into: “You’re invited to dance, celebrate, and enjoy tonight!” with wrapping.",multishot,gemini/gemini-2.5-pro,1600w-NcQMz5zOIyQ_t6_multishot,../edits/1600w-NcQMz5zOIyQ_t6_multishot/spec.json,../edits/1600w-NcQMz5zOIyQ_t6_multishot/render.png,success,71.0,62.0,9.0,100.0
1280w-l2k_WnNosUU,7,Image Replacement,"image,layout,local",Replace the colorful starburst day badges and rounded event bars with minimalist monochrome corporate agenda bars and simple circle day markers.,multishot,gemini/gemini-2.5-pro,1280w-l2k_WnNosUU_t7_multishot,../edits/1280w-l2k_WnNosUU_t7_multishot/spec.json,../edits/1280w-l2k_WnNosUU_t7_multishot/render.png,success,68.0,76.0,-8.0,100.0
900w-r5rfhPArHDg,6,Copy Expansion,"text,layout,global","Replace the lower-left sentence with: Enjoy our crispy waffle with rich chocolate sauce—freshly baked, wonderfully warm, indulgent and satisfying, perfect for sharing and pairing with coffee or afternoon tea.",multishot,gemini/gemini-2.5-pro,900w-r5rfhPArHDg_t6_multishot,../edits/900w-r5rfhPArHDg_t6_multishot/spec.json,../edits/900w-r5rfhPArHDg_t6_multishot/render.png,failed: list index out of range,66.0,75.0,-9.0,
1600w-DVXZyB158ss,9,Accent Recolor,"color,local","Recolor the ""ABOUT ME"" heading to deep forest green #184D3A.",multishot,gemini/gemini-2.5-pro,1600w-DVXZyB158ss_t9_multishot,../edits/1600w-DVXZyB158ss_t9_multishot/spec.json,../edits/1600w-DVXZyB158ss_t9_multishot/render.png,success,75.0,86.0,-11.0,100.0
1600w-mQV8WxekDho,9,Accent Recolor,"color,local",Recolor the “DON’T MISS OUT” headline’s yellow outline to crisp white (#FFFFFF).,multishot,gemini/gemini-2.5-pro,1600w-mQV8WxekDho_t9_multishot,../edits/1600w-mQV8WxekDho_t9_multishot/spec.json,../edits/1600w-mQV8WxekDho_t9_multishot/render.png,success,67.0,61.0,6.0,100.0
1600w-jlhsA8F30Lk,4,Object Removal,"layout,local","Remove the megaphone illustration; enlarge and shift the speech bubble slightly left to fill space, keeping “WE ARE OPEN TODAY” centered and the time aligned bottom-right inside.",multishot,gemini/gemini-2.5-pro,1600w-jlhsA8F30Lk_t4_multishot,../edits/1600w-jlhsA8F30Lk_t4_multishot/spec.json,../edits/1600w-jlhsA8F30Lk_t4_multishot/render.png,success,57.0,82.0,-25.0,84.0
1600w-mQV8WxekDho,6,Copy Expansion,"text,layout,global","Expand the 'OUR EXCLUSIVE SALE PROMOTION EVENT IS HERE!' block into a 2–3× longer uppercase paragraph in white, centered beneath the headline, preserving playful tone and balanced spacing.",multishot,gemini/gemini-2.5-pro,1600w-mQV8WxekDho_t6_multishot,../edits/1600w-mQV8WxekDho_t6_multishot/spec.json,../edits/1600w-mQV8WxekDho_t6_multishot/render.png,success,67.0,61.0,6.0,65.0
1131w-sSnAV2dB_qg,10,Background Replacement,"image,color,global","Replace the cloudy background with a dark charcoal (#111111) to navy (#0B2345) gradient featuring faint bokeh glows, preserving clear contrast around the subject’s silhouette and all text.",multishot,gemini/gemini-2.5-pro,1131w-sSnAV2dB_qg_t10_multishot,../edits/1131w-sSnAV2dB_qg_t10_multishot/spec.json,../edits/1131w-sSnAV2dB_qg_t10_multishot/render.png,success,91.0,94.0,-3.0,0.0
1600w-Rx4XBLKvk68,10,Background Replacement,"image,color,global",Replace the plain light-gray background with a soft off-white-to-sage gradient (#F8F8F5→#D7E4D1) to create calm depth while preserving clear contrast with green headline and central subject.,multishot,gemini/gemini-2.5-pro,1600w-Rx4XBLKvk68_t10_multishot,../edits/1600w-Rx4XBLKvk68_t10_multishot/spec.json,../edits/1600w-Rx4XBLKvk68_t10_multishot/render.png,success,65.0,74.0,-9.0,100.0
1131w-zsrhBwj_J58,9,Accent Recolor,"color,local",Recolor the “RETRO REWIND” headline to deep forest green #184D3A to heighten emphasis while harmonizing with the green statue and gray background.,multishot,gemini/gemini-2.5-pro,1131w-zsrhBwj_J58_t9_multishot,../edits/1131w-zsrhBwj_J58_t9_multishot/spec.json,../edits/1131w-zsrhBwj_J58_t9_multishot/render.png,success,93.0,69.0,24.0,100.0
1143w-6-Ht1iOh8uw,9,Accent Recolor,"color,local","Change the ""MONDAY"" text color to deep red #C81D25.",multishot,gemini/gemini-2.5-pro,1143w-6-Ht1iOh8uw_t9_multishot,../edits/1143w-6-Ht1iOh8uw_t9_multishot/spec.json,../edits/1143w-6-Ht1iOh8uw_t9_multishot/render.png,success,97.0,90.0,7.0,100.0
1600w-eqZAnXprFhg,5,Object Addition,"layout,local","Add a small white lightbulb icon to the upper-right of the orange header bar, right of the “Explore ideas…” text, matching line weight and centered vertically.",multishot,gemini/gemini-2.5-pro,1600w-eqZAnXprFhg_t5_multishot,../edits/1600w-eqZAnXprFhg_t5_multishot/spec.json,../edits/1600w-eqZAnXprFhg_t5_multishot/render.png,success,68.0,58.0,10.0,100.0
1257w-dnPJ18q1Q2E,8,Typography Style Shift,"text,style,global",Switch “THE STORY OF OUR LOVE” to a tall serif font to shift the tone from bold to elegant.,multishot,gemini/gemini-2.5-pro,1257w-dnPJ18q1Q2E_t8_multishot,../edits/1257w-dnPJ18q1Q2E_t8_multishot/spec.json,../edits/1257w-dnPJ18q1Q2E_t8_multishot/render.png,success,68.0,,,56.0
624w-UZhVzgGhAZA,11,Hierarchy Adjustment,"layout,text,global",Scale the fruit illustration to huge and center it; shrink “LUNCH HOURS EVERY DAY” to smaller body size below so the image becomes the dominant focal point.,multishot,gemini/gemini-2.5-pro,624w-UZhVzgGhAZA_t11_multishot,../edits/624w-UZhVzgGhAZA_t11_multishot/spec.json,../edits/624w-UZhVzgGhAZA_t11_multishot/render.png,success,48.0,62.0,-14.0,94.0
1280w-l2k_WnNosUU,10,Background Replacement,"image,color,global","Replace the peach background with a dark slate #1E293B–#0F172A vertical gradient to create an evening mood, keeping all colored event bars and text clearly legible.",multishot,gemini/gemini-2.5-pro,1280w-l2k_WnNosUU_t10_multishot,../edits/1280w-l2k_WnNosUU_t10_multishot/spec.json,../edits/1280w-l2k_WnNosUU_t10_multishot/render.png,success,68.0,76.0,-8.0,70.0
1600w-ROAkphj1zsA,0,Color Palette Variation,"color,global","Recolor palette: set background #0B1D3A, text mint #D0F4EA; change smiley face to warm coral #FF9F6A, limbs deep teal #0E5E55, shadow #0E5E55, keep gloves/eyes white for readability.",multishot,gemini/gemini-2.5-pro,1600w-ROAkphj1zsA_t0_multishot,../edits/1600w-ROAkphj1zsA_t0_multishot/spec.json,../edits/1600w-ROAkphj1zsA_t0_multishot/render.png,success,98.0,98.0,0.0,97.0
1600w-7YZFYlcCTPk,1,Translation,"text,global","Replace “STAY TUNED” with “MANTENTE AL TANTO” and “COMING SOON” with “PRÓXIMAMENTE,” keeping uppercase bold styling.",multishot,gemini/gemini-2.5-pro,1600w-7YZFYlcCTPk_t1_multishot,../edits/1600w-7YZFYlcCTPk_t1_multishot/spec.json,../edits/1600w-7YZFYlcCTPk_t1_multishot/render.png,success,72.0,75.0,-3.0,38.0
1280w-sqmHAnUAgsI,6,Copy Expansion,"text,layout,global","Add a body sans-serif paragraph overlay at the bottom-left of the central couple image, #1A1A1A, left-aligned, 70–90 words about minimalist summer style and sunglasses, to test wrapping within width.",multishot,gemini/gemini-2.5-pro,1280w-sqmHAnUAgsI_t6_multishot,../edits/1280w-sqmHAnUAgsI_t6_multishot/spec.json,../edits/1280w-sqmHAnUAgsI_t6_multishot/render.png,success,81.0,98.0,-17.0,47.0
1600w-K18O8e4K488,8,Typography Style Shift,"text,style,global",Switch the “LIVE WEBINAR” headline to a tall serif.,multishot,gemini/gemini-2.5-pro,1600w-K18O8e4K488_t8_multishot,../edits/1600w-K18O8e4K488_t8_multishot/spec.json,../edits/1600w-K18O8e4K488_t8_multishot/render.png,success,58.0,77.0,-19.0,100.0
1600w-xCuy4vLKWKc,1,Translation,"text,global",Translate all on-image text to Spanish: “Cómo crear una lista de correo desde cero” and button “Desliza para ver consejos”.,multishot,gemini/gemini-2.5-pro,1600w-xCuy4vLKWKc_t1_multishot,../edits/1600w-xCuy4vLKWKc_t1_multishot/spec.json,../edits/1600w-xCuy4vLKWKc_t1_multishot/render.png,success,58.0,59.0,-1.0,100.0
1257w-w-iZnixy-TU,4,Object Removal,"layout,local","Remove the white star icon under the shirt; scale up and vertically center “CLUB CLASSICS” slightly to fill the gap, keeping the shirt and bottom information bar unchanged.",multishot,gemini/gemini-2.5-pro,1257w-w-iZnixy-TU_t4_multishot,../edits/1257w-w-iZnixy-TU_t4_multishot/spec.json,../edits/1257w-w-iZnixy-TU_t4_multishot/render.png,success,81.0,76.0,5.0,100.0
1600w-p1o6ND26wWg,6,Copy Expansion,"text,layout,global","Expand the bottom paragraph below the drink to 2–3× length, preserving friendly studio tone, sans-serif styling, and current alignment, to test wrapping and overflow without shifting overall layout.",multishot,gemini/gemini-2.5-pro,1600w-p1o6ND26wWg_t6_multishot,../edits/1600w-p1o6ND26wWg_t6_multishot/spec.json,../edits/1600w-p1o6ND26wWg_t6_multishot/render.png,success,84.0,98.0,-14.0,55.0
1600w-FAqixqKkICk,4,Object Removal,"layout,local","Delete the line ""CONFIDENT,"" and tighten line spacing; recenter the remaining uppercase text within the notepad to keep the layout balanced.",multishot,gemini/gemini-2.5-pro,1600w-FAqixqKkICk_t4_multishot,../edits/1600w-FAqixqKkICk_t4_multishot/spec.json,../edits/1600w-FAqixqKkICk_t4_multishot/render.png,success,84.0,72.0,12.0,100.0
1143w-ugSBoa9VtEw,5,Object Addition,"layout,local",Add a small deep forest green leaf sprig illustration in the upper-right corner near the “Natural Skincare” headline to balance the composition.,multishot,gemini/gemini-2.5-pro,1143w-ugSBoa9VtEw_t5_multishot,../edits/1143w-ugSBoa9VtEw_t5_multishot/spec.json,../edits/1143w-ugSBoa9VtEw_t5_multishot/render.png,success,60.0,68.0,-8.0,100.0
1280w-7NdToF9SL00,6,Copy Expansion,"text,layout,global","Expand the bottom-right “LIVE MUSIC BY OLIVIA WILSON” text into: “Live music by Olivia Wilson with cozy acoustic vibes, soulful covers, and uplifting originals.”",multishot,gemini/gemini-2.5-pro,1280w-7NdToF9SL00_t6_multishot,../edits/1280w-7NdToF9SL00_t6_multishot/spec.json,../edits/1280w-7NdToF9SL00_t6_multishot/render.png,success,71.0,93.0,-22.0,100.0
1257w-dnPJ18q1Q2E,3,Global Layout Change,"layout,global","Reflow into a vertical split layout: left half full-bleed image; right half solid #C52B24 with tagline top, stacked title below, cast names mid, credits bottom, all right-aligned.",multishot,gemini/gemini-2.5-pro,1257w-dnPJ18q1Q2E_t3_multishot,../edits/1257w-dnPJ18q1Q2E_t3_multishot/spec.json,../edits/1257w-dnPJ18q1Q2E_t3_multishot/render.png,success,68.0,,,100.0
1600w-_HHyJ9eyu3Q,0,Color Palette Variation,"color,global","Recolor to light mode: replace maroon panels with #F7F3EE, change all text to charcoal #222 and accents to muted teal #2E8C8A; update photo backdrop to soft beige #EFE7DA.",multishot,gemini/gemini-2.5-pro,1600w-_HHyJ9eyu3Q_t0_multishot,../edits/1600w-_HHyJ9eyu3Q_t0_multishot/spec.json,../edits/1600w-_HHyJ9eyu3Q_t0_multishot/render.png,success,56.0,52.0,4.0,100.0
1600w-Rx4XBLKvk68,1,Translation,"text,global",Replace the 'PORTFOLIO' headline with the Spanish 'PORTAFOLIO' while preserving current styling.,multishot,gemini/gemini-2.5-pro,1600w-Rx4XBLKvk68_t1_multishot,../edits/1600w-Rx4XBLKvk68_t1_multishot/spec.json,../edits/1600w-Rx4XBLKvk68_t1_multishot/render.png,success,65.0,74.0,-9.0,100.0
1280w-7NdToF9SL00,10,Background Replacement,"image,color,global","Replace the cream background with a soft blush-to-peach gradient (#FADADD to #FFC6A0) to evoke a warm evening vibe, ensuring all black illustrations and text remain clearly legible.",multishot,gemini/gemini-2.5-pro,1280w-7NdToF9SL00_t10_multishot,../edits/1280w-7NdToF9SL00_t10_multishot/spec.json,../edits/1280w-7NdToF9SL00_t10_multishot/render.png,success,71.0,93.0,-22.0,100.0
1280w-ubETEQUW1cc,6,Copy Expansion,"text,layout,global","Expand “SHOW YOUR COLORS AND MARCH WITH US!” to: “CELEBRATE LOVE AND UNITY AS WE FILL THE STREETS WITH PRIDE, MUSIC, AND JOY; COME MARCH WITH US TOGETHER.”",multishot,gemini/gemini-2.5-pro,1280w-ubETEQUW1cc_t6_multishot,../edits/1280w-ubETEQUW1cc_t6_multishot/spec.json,../edits/1280w-ubETEQUW1cc_t6_multishot/render.png,success,55.0,66.0,-11.0,97.0
1600w-laANf5rvLUw,2,2-Element Layout Swap,"layout,global","Swap positions of the ""GIRL’S PARTY"" headline and the top-right portrait, aligning each to the other’s original spot for balanced spacing.",multishot,gemini/gemini-2.5-pro,1600w-laANf5rvLUw_t2_multishot,../edits/1600w-laANf5rvLUw_t2_multishot/spec.json,../edits/1600w-laANf5rvLUw_t2_multishot/render.png,success,46.0,58.0,-12.0,37.0
1280w-QGZG7QgzOng,5,Object Addition,"layout,local",Add a small white dove silhouette drifting in the top-right sky near “GET TO KNOW GOD” to harmonize with the clouds and balance the layout.,multishot,gemini/gemini-2.5-pro,1280w-QGZG7QgzOng_t5_multishot,../edits/1280w-QGZG7QgzOng_t5_multishot/spec.json,../edits/1280w-QGZG7QgzOng_t5_multishot/render.png,success,87.0,77.0,10.0,65.0
1131w-50t2MzJLmsM,4,Object Removal,"layout,local",Remove the two dashed divider lines in the bottom info block; slightly increase line spacing and vertically center the three text lines within the lower-left area.,multishot,gemini/gemini-2.5-pro,1131w-50t2MzJLmsM_t4_multishot,../edits/1131w-50t2MzJLmsM_t4_multishot/spec.json,../edits/1131w-50t2MzJLmsM_t4_multishot/render.png,success,76.0,86.0,-10.0,58.0
1600w-4gpfnsQOREQ,1,Translation,"text,global","Translate all on-screen text to French: 'REMINDER' → 'RAPPEL', 'Your productivity doesn’t define you.' → 'Votre productivité ne vous définit pas.', 'Yes' → 'Oui', 'No' → 'Non'.",multishot,gemini/gemini-2.5-pro,1600w-4gpfnsQOREQ_t1_multishot,../edits/1600w-4gpfnsQOREQ_t1_multishot/spec.json,../edits/1600w-4gpfnsQOREQ_t1_multishot/render.png,success,28.0,83.0,-55.0,100.0
1600w-u6z_9iKj-iQ,9,Accent Recolor,"color,local","Recolor the ""DIWALI"" headline to warm saffron #FFA726.",multishot,gemini/gemini-2.5-pro,1600w-u6z_9iKj-iQ_t9_multishot,../edits/1600w-u6z_9iKj-iQ_t9_multishot/spec.json,../edits/1600w-u6z_9iKj-iQ_t9_multishot/render.png,success,55.0,91.0,-36.0,100.0
1131w-zsrhBwj_J58,10,Background Replacement,"image,color,global",Replace the gray paper background with a faded retro wallpaper pattern—pale beige with subtle geometric motifs in #EADFCF—so the green headline and garment remain highly legible.,multishot,gemini/gemini-2.5-pro,1131w-zsrhBwj_J58_t10_multishot,../edits/1131w-zsrhBwj_J58_t10_multishot/spec.json,../edits/1131w-zsrhBwj_J58_t10_multishot/render.png,success,93.0,69.0,24.0,0.0
1131w-zsrhBwj_J58,6,Copy Expansion,"text,layout,global","Expand the bottom-center body paragraph above the URL to 2–3× length, keeping tone; mention curated vintage apparel, rare home decor, sustainable finds, live music, and family-friendly activities; preserve alignment.",multishot,gemini/gemini-2.5-pro,1131w-zsrhBwj_J58_t6_multishot,../edits/1131w-zsrhBwj_J58_t6_multishot/spec.json,../edits/1131w-zsrhBwj_J58_t6_multishot/render.png,success,93.0,69.0,24.0,98.0
1600w-DB7VCKEjrvU,12,Contrast & Readability Enhancement,"color,style,local","Brighten the teal ""M"" shape to a lighter aqua (#74D1E1) to improve contrast against the deep slate background, leaving other logo colors unchanged.",multishot,gemini/gemini-2.5-pro,1600w-DB7VCKEjrvU_t12_multishot,../edits/1600w-DB7VCKEjrvU_t12_multishot/spec.json,../edits/1600w-DB7VCKEjrvU_t12_multishot/render.png,success,67.0,91.0,-24.0,100.0
1280w-7NdToF9SL00,13,Add Secondary Text Block,"text,layout,local","Add a small italic subtitle centered beneath “MUSIC AND WINE PARTY” reading “Sip, sway, and unwind,” in deep forest green to fill negative space.",multishot,gemini/gemini-2.5-pro,1280w-7NdToF9SL00_t13_multishot,../edits/1280w-7NdToF9SL00_t13_multishot/spec.json,../edits/1280w-7NdToF9SL00_t13_multishot/render.png,success,71.0,93.0,-22.0,75.0
1600w-3BBdsD4EXsY,4,Object Removal,"layout,local","Remove the top peg and hole; move the canvas and text up slightly to re-center on the easel, keeping equal margins above and below and text centered.",multishot,gemini/gemini-2.5-pro,1600w-3BBdsD4EXsY_t4_multishot,../edits/1600w-3BBdsD4EXsY_t4_multishot/spec.json,../edits/1600w-3BBdsD4EXsY_t4_multishot/render.png,success,81.0,82.0,-1.0,69.0
1600w-9eXC-dXI0uE,12,Contrast & Readability Enhancement,"color,style,local",Add a thin white (#FFFFFF) outline around the man where his purple shirt overlaps the royal purple panel to improve edge contrast.,multishot,gemini/gemini-2.5-pro,1600w-9eXC-dXI0uE_t12_multishot,../edits/1600w-9eXC-dXI0uE_t12_multishot/spec.json,../edits/1600w-9eXC-dXI0uE_t12_multishot/render.png,success,28.0,74.0,-46.0,100.0
1280w-H8F4b127vDk,12,Contrast & Readability Enhancement,"color,style,local",Apply a semi-transparent deep forest green overlay (25%) over the entire photo to boost contrast and improve readability of neon yellow text and the top-right date.,multishot,gemini/gemini-2.5-pro,1280w-H8F4b127vDk_t12_multishot,../edits/1280w-H8F4b127vDk_t12_multishot/spec.json,../edits/1280w-H8F4b127vDk_t12_multishot/render.png,success,72.0,,,25.0
1600w-00kdfU4MHKA,9,Accent Recolor,"color,local","Recolor the large ""STYLE"" text block to deep forest green #184D3A.",multishot,gemini/gemini-2.5-pro,1600w-00kdfU4MHKA_t9_multishot,../edits/1600w-00kdfU4MHKA_t9_multishot/spec.json,../edits/1600w-00kdfU4MHKA_t9_multishot/render.png,success,99.0,,,100.0
1131w-9cN5biKALLQ,7,Image Replacement,"image,layout,local","Swap the bold blue “ICE FOR SALE” central typography for a similarly centered “HOT COFFEE” theme with warm browns and subtle steam illustration, keeping the minimal layout.",multishot,gemini/gemini-2.5-pro,1131w-9cN5biKALLQ_t7_multishot,../edits/1131w-9cN5biKALLQ_t7_multishot/spec.json,../edits/1131w-9cN5biKALLQ_t7_multishot/render.png,success,92.0,84.0,8.0,80.0
1600w-CxALar1xspQ,1,Translation,"text,global","Replace all English text with Spanish: ""Agencia de Marketing Digital"", ""Tu socio en el éxito digital"", and button ""Empieza ahora""; keep phone number and URL unchanged.",multishot,gemini/gemini-2.5-pro,1600w-CxALar1xspQ_t1_multishot,../edits/1600w-CxALar1xspQ_t1_multishot/spec.json,../edits/1600w-CxALar1xspQ_t1_multishot/render.png,success,57.0,56.0,1.0,100.0
1280w-IV5gw4zs55c,3,Global Layout Change,"layout,global","Switch canvas to 16:9 landscape, replace wavy background with four vertical color blocks full-bleed, and center the paper note in the right half with balanced margins.",multishot,gemini/gemini-2.5-pro,1280w-IV5gw4zs55c_t3_multishot,../edits/1280w-IV5gw4zs55c_t3_multishot/spec.json,../edits/1280w-IV5gw4zs55c_t3_multishot/render.png,success,73.0,14.0,59.0,55.0
1600w-GFKaeiEL8R0,9,Accent Recolor,"color,local",Recolor the purple asterisk-shaped blob above the title to bright aqua #27E0FF for cohesive emphasis.,multishot,gemini/gemini-2.5-pro,1600w-GFKaeiEL8R0_t9_multishot,../edits/1600w-GFKaeiEL8R0_t9_multishot/spec.json,../edits/1600w-GFKaeiEL8R0_t9_multishot/render.png,success,73.0,98.0,-25.0,61.0
1131w-w-XME4y3KWk,0,Color Palette Variation,"color,global","Replace the beige background with cool pastel mint (#E6FAF3), keeping all existing black typography and white elements unchanged to maintain contrast and readability.",multishot,gemini/gemini-2.5-pro,1131w-w-XME4y3KWk_t0_multishot,../edits/1131w-w-XME4y3KWk_t0_multishot/spec.json,../edits/1131w-w-XME4y3KWk_t0_multishot/render.png,success,90.0,84.0,6.0,100.0
1131w-oRypOitC9EY,4,Object Removal,"layout,local","Remove the top ""CAR SALE"", ""LIVE MUSIC"", and ""CAR CONTEST""; move ""BORCELLE PRESENTS"" to the top center with generous spacing, and shift the ""RETRO CAR SHOW"" block upward to rebalance.",multishot,gemini/gemini-2.5-pro,1131w-oRypOitC9EY_t4_multishot,../edits/1131w-oRypOitC9EY_t4_multishot/spec.json,../edits/1131w-oRypOitC9EY_t4_multishot/render.png,success,82.0,74.0,8.0,100.0
1600w-9JTrLkx-Ppg,4,Object Removal,"layout,local","Remove the “Fauget Co.” label and its purple bar at top-left; move the “Juliana Silva” and “Business Consultant” block slightly upward-left to balance, keeping other elements unchanged.",multishot,gemini/gemini-2.5-pro,1600w-9JTrLkx-Ppg_t4_multishot,../edits/1600w-9JTrLkx-Ppg_t4_multishot/spec.json,../edits/1600w-9JTrLkx-Ppg_t4_multishot/render.png,success,61.0,65.0,-4.0,100.0
1280w-l2k_WnNosUU,1,Translation,"text,global","Translate all visible text to Spanish, keeping typography styles; e.g., “upcoming EVENTS” → “próximos EVENTOS” and “REGISTER TODAY!” → “¡REGÍSTRATE HOY!”.",multishot,gemini/gemini-2.5-pro,1280w-l2k_WnNosUU_t1_multishot,../edits/1280w-l2k_WnNosUU_t1_multishot/spec.json,../edits/1280w-l2k_WnNosUU_t1_multishot/render.png,success,68.0,76.0,-8.0,100.0
1131w-9cN5biKALLQ,5,Object Addition,"layout,local","Add a small snowflake icon above “ICE,” centered, in the same deep blue to fill the empty top space.",multishot,gemini/gemini-2.5-pro,1131w-9cN5biKALLQ_t5_multishot,../edits/1131w-9cN5biKALLQ_t5_multishot/spec.json,../edits/1131w-9cN5biKALLQ_t5_multishot/render.png,success,92.0,84.0,8.0,100.0
1135w-537M02wjfK8,1,Translation,"text,global","Translate to Spanish: OLIVIA Y DANIEL; Junto con sus familias invitan a su boda; 20.10.2029 | 2 p. m.; Calle Anywhere 123, Any City, ST 12345; ¡Recepción a continuación!",multishot,gemini/gemini-2.5-pro,1135w-537M02wjfK8_t1_multishot,../edits/1135w-537M02wjfK8_t1_multishot/spec.json,../edits/1135w-537M02wjfK8_t1_multishot/render.png,success,42.0,92.0,-50.0,100.0
1131w-zau150HLMWk,4,Object Removal,"layout,local",Remove the dotted oval border around the lobster; enlarge the lobster illustration slightly and re-center it to maintain visual weight while keeping the top and bottom text positions unchanged.,multishot,gemini/gemini-2.5-pro,1131w-zau150HLMWk_t4_multishot,../edits/1131w-zau150HLMWk_t4_multishot/spec.json,../edits/1131w-zau150HLMWk_t4_multishot/render.png,success,67.0,79.0,-12.0,100.0
1280w-IV5gw4zs55c,14,Theme Restyling,"style,color,global","Convert to a festive holiday theme by changing background bands to deep forest green #184D3A, ruby #B2002D, and gold #E0B12E, adding subtle holly near the paperclip; keep layout unchanged.",multishot,gemini/gemini-2.5-pro,1280w-IV5gw4zs55c_t14_multishot,../edits/1280w-IV5gw4zs55c_t14_multishot/spec.json,../edits/1280w-IV5gw4zs55c_t14_multishot/render.png,success,73.0,14.0,59.0,33.0
1600w-NEoYkSVC058,14,Theme Restyling,"style,color,global","Restyle for winter holidays: switch right panel to deep forest green, change accents to gold #D4AF37, replace coat sketch with minimal snowflake line art, preserve layout and existing typography.",multishot,gemini/gemini-2.5-pro,1600w-NEoYkSVC058_t14_multishot,../edits/1600w-NEoYkSVC058_t14_multishot/spec.json,../edits/1600w-NEoYkSVC058_t14_multishot/render.png,success,72.0,72.0,0.0,100.0
1280w-1EsFpGQoTQo,11,Hierarchy Adjustment,"layout,text,global",Shrink the “BUSINESS” headline to small subheading size so the poolside image becomes the main focal point.,multishot,gemini/gemini-2.5-pro,1280w-1EsFpGQoTQo_t11_multishot,../edits/1280w-1EsFpGQoTQo_t11_multishot/spec.json,../edits/1280w-1EsFpGQoTQo_t11_multishot/render.png,success,41.0,60.0,-19.0,100.0
848w-Xal0F5OfysY,7,Image Replacement,"image,layout,local","Replace the central photo of a person viewing a moodboard with a similarly framed shot of a student coding on a laptop, shifting the theme to tech skills.",multishot,gemini/gemini-2.5-pro,848w-Xal0F5OfysY_t7_multishot,../edits/848w-Xal0F5OfysY_t7_multishot/spec.json,../edits/848w-Xal0F5OfysY_t7_multishot/render.png,success,78.0,90.0,-12.0,100.0
